filepaths,labels,processed_filepaths
raw\test\meningioma\Te-me_0123.jpg,meningioma,processed\test\meningioma\Te-me_0123.jpg
raw\test\meningioma\Te-me_0124.jpg,meningioma,processed\test\meningioma\Te-me_0124.jpg
raw\test\meningioma\Te-me_0125.jpg,meningioma,processed\test\meningioma\Te-me_0125.jpg
raw\test\meningioma\Te-me_0126.jpg,meningioma,processed\test\meningioma\Te-me_0126.jpg
raw\test\meningioma\Te-me_0127.jpg,meningioma,processed\test\meningioma\Te-me_0127.jpg
raw\test\meningioma\Te-me_0128.jpg,meningioma,processed\test\meningioma\Te-me_0128.jpg
raw\test\meningioma\Te-me_0129.jpg,meningioma,processed\test\meningioma\Te-me_0129.jpg
raw\test\meningioma\Te-me_0130.jpg,meningioma,processed\test\meningioma\Te-me_0130.jpg
raw\test\meningioma\Te-me_0131.jpg,meningioma,processed\test\meningioma\Te-me_0131.jpg
raw\test\meningioma\Te-me_0132.jpg,meningioma,processed\test\meningioma\Te-me_0132.jpg
raw\test\meningioma\Te-me_0133.jpg,meningioma,processed\test\meningioma\Te-me_0133.jpg
raw\test\meningioma\Te-me_0134.jpg,meningioma,processed\test\meningioma\Te-me_0134.jpg
raw\test\meningioma\Te-me_0135.jpg,meningioma,processed\test\meningioma\Te-me_0135.jpg
raw\test\meningioma\Te-me_0136.jpg,meningioma,processed\test\meningioma\Te-me_0136.jpg
raw\test\meningioma\Te-me_0137.jpg,meningioma,processed\test\meningioma\Te-me_0137.jpg
raw\test\meningioma\Te-me_0138.jpg,meningioma,processed\test\meningioma\Te-me_0138.jpg
raw\test\meningioma\Te-me_0139.jpg,meningioma,processed\test\meningioma\Te-me_0139.jpg
raw\test\meningioma\Te-me_0140.jpg,meningioma,processed\test\meningioma\Te-me_0140.jpg
raw\test\meningioma\Te-me_0141.jpg,meningioma,processed\test\meningioma\Te-me_0141.jpg
raw\test\meningioma\Te-me_0142.jpg,meningioma,processed\test\meningioma\Te-me_0142.jpg
raw\test\meningioma\Te-me_0143.jpg,meningioma,processed\test\meningioma\Te-me_0143.jpg
raw\test\meningioma\Te-me_0144.jpg,meningioma,processed\test\meningioma\Te-me_0144.jpg
raw\test\meningioma\Te-me_0145.jpg,meningioma,processed\test\meningioma\Te-me_0145.jpg
raw\test\meningioma\Te-me_0146.jpg,meningioma,processed\test\meningioma\Te-me_0146.jpg
raw\test\meningioma\Te-me_0147.jpg,meningioma,processed\test\meningioma\Te-me_0147.jpg
raw\test\meningioma\Te-me_0148.jpg,meningioma,processed\test\meningioma\Te-me_0148.jpg
raw\test\meningioma\Te-me_0149.jpg,meningioma,processed\test\meningioma\Te-me_0149.jpg
raw\test\meningioma\Te-me_0150.jpg,meningioma,processed\test\meningioma\Te-me_0150.jpg
raw\test\meningioma\Te-me_0151.jpg,meningioma,processed\test\meningioma\Te-me_0151.jpg
raw\test\meningioma\Te-me_0152.jpg,meningioma,processed\test\meningioma\Te-me_0152.jpg
raw\test\meningioma\Te-me_0153.jpg,meningioma,processed\test\meningioma\Te-me_0153.jpg
raw\test\meningioma\Te-me_0154.jpg,meningioma,processed\test\meningioma\Te-me_0154.jpg
raw\test\meningioma\Te-me_0155.jpg,meningioma,processed\test\meningioma\Te-me_0155.jpg
raw\test\meningioma\Te-me_0156.jpg,meningioma,processed\test\meningioma\Te-me_0156.jpg
raw\test\meningioma\Te-me_0157.jpg,meningioma,processed\test\meningioma\Te-me_0157.jpg
raw\test\meningioma\Te-me_0158.jpg,meningioma,processed\test\meningioma\Te-me_0158.jpg
raw\test\meningioma\Te-me_0159.jpg,meningioma,processed\test\meningioma\Te-me_0159.jpg
raw\test\meningioma\Te-me_0160.jpg,meningioma,processed\test\meningioma\Te-me_0160.jpg
raw\test\meningioma\Te-me_0161.jpg,meningioma,processed\test\meningioma\Te-me_0161.jpg
raw\test\meningioma\Te-me_0162.jpg,meningioma,processed\test\meningioma\Te-me_0162.jpg
raw\test\meningioma\Te-me_0163.jpg,meningioma,processed\test\meningioma\Te-me_0163.jpg
raw\test\meningioma\Te-me_0164.jpg,meningioma,processed\test\meningioma\Te-me_0164.jpg
raw\test\meningioma\Te-me_0165.jpg,meningioma,processed\test\meningioma\Te-me_0165.jpg
raw\test\meningioma\Te-me_0166.jpg,meningioma,processed\test\meningioma\Te-me_0166.jpg
raw\test\meningioma\Te-me_0167.jpg,meningioma,processed\test\meningioma\Te-me_0167.jpg
raw\test\meningioma\Te-me_0168.jpg,meningioma,processed\test\meningioma\Te-me_0168.jpg
raw\test\meningioma\Te-me_0169.jpg,meningioma,processed\test\meningioma\Te-me_0169.jpg
raw\test\meningioma\Te-me_0170.jpg,meningioma,processed\test\meningioma\Te-me_0170.jpg
raw\test\meningioma\Te-me_0171.jpg,meningioma,processed\test\meningioma\Te-me_0171.jpg
raw\test\meningioma\Te-me_0172.jpg,meningioma,processed\test\meningioma\Te-me_0172.jpg
raw\test\meningioma\Te-me_0173.jpg,meningioma,processed\test\meningioma\Te-me_0173.jpg
raw\test\meningioma\Te-me_0174.jpg,meningioma,processed\test\meningioma\Te-me_0174.jpg
raw\test\meningioma\Te-me_0175.jpg,meningioma,processed\test\meningioma\Te-me_0175.jpg
raw\test\meningioma\Te-me_0176.jpg,meningioma,processed\test\meningioma\Te-me_0176.jpg
raw\test\meningioma\Te-me_0177.jpg,meningioma,processed\test\meningioma\Te-me_0177.jpg
raw\test\meningioma\Te-me_0178.jpg,meningioma,processed\test\meningioma\Te-me_0178.jpg
raw\test\meningioma\Te-me_0179.jpg,meningioma,processed\test\meningioma\Te-me_0179.jpg
raw\test\meningioma\Te-me_0180.jpg,meningioma,processed\test\meningioma\Te-me_0180.jpg
raw\test\meningioma\Te-me_0181.jpg,meningioma,processed\test\meningioma\Te-me_0181.jpg
raw\test\meningioma\Te-me_0182.jpg,meningioma,processed\test\meningioma\Te-me_0182.jpg
raw\test\meningioma\Te-me_0183.jpg,meningioma,processed\test\meningioma\Te-me_0183.jpg
raw\test\meningioma\Te-me_0184.jpg,meningioma,processed\test\meningioma\Te-me_0184.jpg
raw\test\meningioma\Te-me_0185.jpg,meningioma,processed\test\meningioma\Te-me_0185.jpg
raw\test\meningioma\Te-me_0186.jpg,meningioma,processed\test\meningioma\Te-me_0186.jpg
raw\test\meningioma\Te-me_0187.jpg,meningioma,processed\test\meningioma\Te-me_0187.jpg
raw\test\meningioma\Te-me_0188.jpg,meningioma,processed\test\meningioma\Te-me_0188.jpg
raw\test\meningioma\Te-me_0189.jpg,meningioma,processed\test\meningioma\Te-me_0189.jpg
raw\test\meningioma\Te-me_0190.jpg,meningioma,processed\test\meningioma\Te-me_0190.jpg
raw\test\meningioma\Te-me_0191.jpg,meningioma,processed\test\meningioma\Te-me_0191.jpg
raw\test\meningioma\Te-me_0192.jpg,meningioma,processed\test\meningioma\Te-me_0192.jpg
raw\test\meningioma\Te-me_0193.jpg,meningioma,processed\test\meningioma\Te-me_0193.jpg
raw\test\meningioma\Te-me_0194.jpg,meningioma,processed\test\meningioma\Te-me_0194.jpg
raw\test\meningioma\Te-me_0195.jpg,meningioma,processed\test\meningioma\Te-me_0195.jpg
raw\test\meningioma\Te-me_0196.jpg,meningioma,processed\test\meningioma\Te-me_0196.jpg
raw\test\meningioma\Te-me_0197.jpg,meningioma,processed\test\meningioma\Te-me_0197.jpg
raw\test\meningioma\Te-me_0198.jpg,meningioma,processed\test\meningioma\Te-me_0198.jpg
raw\test\meningioma\Te-me_0199.jpg,meningioma,processed\test\meningioma\Te-me_0199.jpg
raw\test\meningioma\Te-me_0200.jpg,meningioma,processed\test\meningioma\Te-me_0200.jpg
raw\test\meningioma\Te-me_0201.jpg,meningioma,processed\test\meningioma\Te-me_0201.jpg
raw\test\meningioma\Te-me_0202.jpg,meningioma,processed\test\meningioma\Te-me_0202.jpg
raw\test\meningioma\Te-me_0203.jpg,meningioma,processed\test\meningioma\Te-me_0203.jpg
raw\test\meningioma\Te-me_0204.jpg,meningioma,processed\test\meningioma\Te-me_0204.jpg
raw\test\meningioma\Te-me_0205.jpg,meningioma,processed\test\meningioma\Te-me_0205.jpg
raw\test\meningioma\Te-me_0206.jpg,meningioma,processed\test\meningioma\Te-me_0206.jpg
raw\test\meningioma\Te-me_0207.jpg,meningioma,processed\test\meningioma\Te-me_0207.jpg
raw\test\meningioma\Te-me_0208.jpg,meningioma,processed\test\meningioma\Te-me_0208.jpg
raw\test\meningioma\Te-me_0209.jpg,meningioma,processed\test\meningioma\Te-me_0209.jpg
raw\test\meningioma\Te-me_0210.jpg,meningioma,processed\test\meningioma\Te-me_0210.jpg
raw\test\meningioma\Te-me_0211.jpg,meningioma,processed\test\meningioma\Te-me_0211.jpg
raw\test\meningioma\Te-me_0212.jpg,meningioma,processed\test\meningioma\Te-me_0212.jpg
raw\test\meningioma\Te-me_0213.jpg,meningioma,processed\test\meningioma\Te-me_0213.jpg
raw\test\meningioma\Te-me_0214.jpg,meningioma,processed\test\meningioma\Te-me_0214.jpg
raw\test\meningioma\Te-me_0215.jpg,meningioma,processed\test\meningioma\Te-me_0215.jpg
raw\test\meningioma\Te-me_0216.jpg,meningioma,processed\test\meningioma\Te-me_0216.jpg
raw\test\meningioma\Te-me_0217.jpg,meningioma,processed\test\meningioma\Te-me_0217.jpg
raw\test\meningioma\Te-me_0218.jpg,meningioma,processed\test\meningioma\Te-me_0218.jpg
raw\test\meningioma\Te-me_0219.jpg,meningioma,processed\test\meningioma\Te-me_0219.jpg
raw\test\meningioma\Te-me_0220.jpg,meningioma,processed\test\meningioma\Te-me_0220.jpg
raw\test\meningioma\Te-me_0221.jpg,meningioma,processed\test\meningioma\Te-me_0221.jpg
raw\test\meningioma\Te-me_0222.jpg,meningioma,processed\test\meningioma\Te-me_0222.jpg
raw\test\meningioma\Te-me_0223.jpg,meningioma,processed\test\meningioma\Te-me_0223.jpg
raw\test\meningioma\Te-me_0224.jpg,meningioma,processed\test\meningioma\Te-me_0224.jpg
raw\test\meningioma\Te-me_0225.jpg,meningioma,processed\test\meningioma\Te-me_0225.jpg
raw\test\meningioma\Te-me_0226.jpg,meningioma,processed\test\meningioma\Te-me_0226.jpg
raw\test\meningioma\Te-me_0227.jpg,meningioma,processed\test\meningioma\Te-me_0227.jpg
raw\test\meningioma\Te-me_0228.jpg,meningioma,processed\test\meningioma\Te-me_0228.jpg
raw\test\meningioma\Te-me_0229.jpg,meningioma,processed\test\meningioma\Te-me_0229.jpg
raw\test\meningioma\Te-me_0230.jpg,meningioma,processed\test\meningioma\Te-me_0230.jpg
raw\test\meningioma\Te-me_0231.jpg,meningioma,processed\test\meningioma\Te-me_0231.jpg
raw\test\meningioma\Te-me_0232.jpg,meningioma,processed\test\meningioma\Te-me_0232.jpg
raw\test\meningioma\Te-me_0233.jpg,meningioma,processed\test\meningioma\Te-me_0233.jpg
raw\test\meningioma\Te-me_0234.jpg,meningioma,processed\test\meningioma\Te-me_0234.jpg
raw\test\meningioma\Te-me_0235.jpg,meningioma,processed\test\meningioma\Te-me_0235.jpg
raw\test\meningioma\Te-me_0236.jpg,meningioma,processed\test\meningioma\Te-me_0236.jpg
raw\test\meningioma\Te-me_0237.jpg,meningioma,processed\test\meningioma\Te-me_0237.jpg
raw\test\meningioma\Te-me_0238.jpg,meningioma,processed\test\meningioma\Te-me_0238.jpg
raw\test\meningioma\Te-me_0239.jpg,meningioma,processed\test\meningioma\Te-me_0239.jpg
raw\test\meningioma\Te-me_0240.jpg,meningioma,processed\test\meningioma\Te-me_0240.jpg
raw\test\meningioma\Te-me_0241.jpg,meningioma,processed\test\meningioma\Te-me_0241.jpg
raw\test\meningioma\Te-me_0242.jpg,meningioma,processed\test\meningioma\Te-me_0242.jpg
raw\test\meningioma\Te-me_0243.jpg,meningioma,processed\test\meningioma\Te-me_0243.jpg
raw\test\meningioma\Te-me_0244.jpg,meningioma,processed\test\meningioma\Te-me_0244.jpg
raw\test\meningioma\Te-me_0245.jpg,meningioma,processed\test\meningioma\Te-me_0245.jpg
raw\test\meningioma\Te-me_0246.jpg,meningioma,processed\test\meningioma\Te-me_0246.jpg
raw\test\meningioma\Te-me_0247.jpg,meningioma,processed\test\meningioma\Te-me_0247.jpg
raw\test\meningioma\Te-me_0248.jpg,meningioma,processed\test\meningioma\Te-me_0248.jpg
raw\test\meningioma\Te-me_0249.jpg,meningioma,processed\test\meningioma\Te-me_0249.jpg
raw\test\meningioma\Te-me_0250.jpg,meningioma,processed\test\meningioma\Te-me_0250.jpg
raw\test\meningioma\Te-me_0251.jpg,meningioma,processed\test\meningioma\Te-me_0251.jpg
raw\test\meningioma\Te-me_0252.jpg,meningioma,processed\test\meningioma\Te-me_0252.jpg
raw\test\meningioma\Te-me_0253.jpg,meningioma,processed\test\meningioma\Te-me_0253.jpg
raw\test\meningioma\Te-me_0254.jpg,meningioma,processed\test\meningioma\Te-me_0254.jpg
raw\test\meningioma\Te-me_0255.jpg,meningioma,processed\test\meningioma\Te-me_0255.jpg
raw\test\meningioma\Te-me_0256.jpg,meningioma,processed\test\meningioma\Te-me_0256.jpg
raw\test\meningioma\Te-me_0257.jpg,meningioma,processed\test\meningioma\Te-me_0257.jpg
raw\test\meningioma\Te-me_0258.jpg,meningioma,processed\test\meningioma\Te-me_0258.jpg
raw\test\meningioma\Te-me_0259.jpg,meningioma,processed\test\meningioma\Te-me_0259.jpg
raw\test\meningioma\Te-me_0260.jpg,meningioma,processed\test\meningioma\Te-me_0260.jpg
raw\test\meningioma\Te-me_0261.jpg,meningioma,processed\test\meningioma\Te-me_0261.jpg
raw\test\meningioma\Te-me_0262.jpg,meningioma,processed\test\meningioma\Te-me_0262.jpg
raw\test\meningioma\Te-me_0263.jpg,meningioma,processed\test\meningioma\Te-me_0263.jpg
raw\test\meningioma\Te-me_0264.jpg,meningioma,processed\test\meningioma\Te-me_0264.jpg
raw\test\meningioma\Te-me_0265.jpg,meningioma,processed\test\meningioma\Te-me_0265.jpg
raw\test\meningioma\Te-me_0266.jpg,meningioma,processed\test\meningioma\Te-me_0266.jpg
raw\test\meningioma\Te-me_0267.jpg,meningioma,processed\test\meningioma\Te-me_0267.jpg
raw\test\meningioma\Te-me_0268.jpg,meningioma,processed\test\meningioma\Te-me_0268.jpg
raw\test\meningioma\Te-me_0269.jpg,meningioma,processed\test\meningioma\Te-me_0269.jpg
raw\test\meningioma\Te-me_0270.jpg,meningioma,processed\test\meningioma\Te-me_0270.jpg
raw\test\meningioma\Te-me_0271.jpg,meningioma,processed\test\meningioma\Te-me_0271.jpg
raw\test\meningioma\Te-me_0272.jpg,meningioma,processed\test\meningioma\Te-me_0272.jpg
raw\test\meningioma\Te-me_0273.jpg,meningioma,processed\test\meningioma\Te-me_0273.jpg
raw\test\meningioma\Te-me_0274.jpg,meningioma,processed\test\meningioma\Te-me_0274.jpg
raw\test\meningioma\Te-me_0275.jpg,meningioma,processed\test\meningioma\Te-me_0275.jpg
raw\test\meningioma\Te-me_0276.jpg,meningioma,processed\test\meningioma\Te-me_0276.jpg
raw\test\meningioma\Te-me_0277.jpg,meningioma,processed\test\meningioma\Te-me_0277.jpg
raw\test\meningioma\Te-me_0278.jpg,meningioma,processed\test\meningioma\Te-me_0278.jpg
raw\test\meningioma\Te-me_0279.jpg,meningioma,processed\test\meningioma\Te-me_0279.jpg
raw\test\meningioma\Te-me_0280.jpg,meningioma,processed\test\meningioma\Te-me_0280.jpg
raw\test\meningioma\Te-me_0281.jpg,meningioma,processed\test\meningioma\Te-me_0281.jpg
raw\test\meningioma\Te-me_0282.jpg,meningioma,processed\test\meningioma\Te-me_0282.jpg
raw\test\meningioma\Te-me_0283.jpg,meningioma,processed\test\meningioma\Te-me_0283.jpg
raw\test\meningioma\Te-me_0284.jpg,meningioma,processed\test\meningioma\Te-me_0284.jpg
raw\test\meningioma\Te-me_0285.jpg,meningioma,processed\test\meningioma\Te-me_0285.jpg
raw\test\meningioma\Te-me_0286.jpg,meningioma,processed\test\meningioma\Te-me_0286.jpg
raw\test\meningioma\Te-me_0287.jpg,meningioma,processed\test\meningioma\Te-me_0287.jpg
raw\test\meningioma\Te-me_0288.jpg,meningioma,processed\test\meningioma\Te-me_0288.jpg
raw\test\meningioma\Te-me_0289.jpg,meningioma,processed\test\meningioma\Te-me_0289.jpg
raw\test\meningioma\Te-me_0290.jpg,meningioma,processed\test\meningioma\Te-me_0290.jpg
raw\test\meningioma\Te-me_0291.jpg,meningioma,processed\test\meningioma\Te-me_0291.jpg
raw\test\meningioma\Te-me_0292.jpg,meningioma,processed\test\meningioma\Te-me_0292.jpg
raw\test\meningioma\Te-me_0293.jpg,meningioma,processed\test\meningioma\Te-me_0293.jpg
raw\test\meningioma\Te-me_0294.jpg,meningioma,processed\test\meningioma\Te-me_0294.jpg
raw\test\meningioma\Te-me_0295.jpg,meningioma,processed\test\meningioma\Te-me_0295.jpg
raw\test\meningioma\Te-me_0296.jpg,meningioma,processed\test\meningioma\Te-me_0296.jpg
raw\test\meningioma\Te-me_0297.jpg,meningioma,processed\test\meningioma\Te-me_0297.jpg
raw\test\meningioma\Te-me_0298.jpg,meningioma,processed\test\meningioma\Te-me_0298.jpg
raw\test\meningioma\Te-me_0299.jpg,meningioma,processed\test\meningioma\Te-me_0299.jpg
raw\test\meningioma\Te-me_0300.jpg,meningioma,processed\test\meningioma\Te-me_0300.jpg
raw\test\meningioma\Te-me_0301.jpg,meningioma,processed\test\meningioma\Te-me_0301.jpg
raw\test\meningioma\Te-me_0302.jpg,meningioma,processed\test\meningioma\Te-me_0302.jpg
raw\test\meningioma\Te-me_0303.jpg,meningioma,processed\test\meningioma\Te-me_0303.jpg
raw\test\meningioma\Te-me_0304.jpg,meningioma,processed\test\meningioma\Te-me_0304.jpg
raw\test\meningioma\Te-me_0305.jpg,meningioma,processed\test\meningioma\Te-me_0305.jpg
raw\test\notumor\Te-noTr_0000.jpg,notumor,processed\test\notumor\Te-noTr_0000.jpg
raw\test\notumor\Te-noTr_0001.jpg,notumor,processed\test\notumor\Te-noTr_0001.jpg
raw\test\notumor\Te-noTr_0002.jpg,notumor,processed\test\notumor\Te-noTr_0002.jpg
raw\test\notumor\Te-noTr_0003.jpg,notumor,processed\test\notumor\Te-noTr_0003.jpg
raw\test\notumor\Te-noTr_0004.jpg,notumor,processed\test\notumor\Te-noTr_0004.jpg
raw\test\notumor\Te-noTr_0005.jpg,notumor,processed\test\notumor\Te-noTr_0005.jpg
raw\test\notumor\Te-noTr_0006.jpg,notumor,processed\test\notumor\Te-noTr_0006.jpg
raw\test\notumor\Te-noTr_0007.jpg,notumor,processed\test\notumor\Te-noTr_0007.jpg
raw\test\notumor\Te-noTr_0008.jpg,notumor,processed\test\notumor\Te-noTr_0008.jpg
raw\test\notumor\Te-noTr_0009.jpg,notumor,processed\test\notumor\Te-noTr_0009.jpg
raw\test\notumor\Te-no_0010.jpg,notumor,processed\test\notumor\Te-no_0010.jpg
raw\test\notumor\Te-no_0011.jpg,notumor,processed\test\notumor\Te-no_0011.jpg
raw\test\notumor\Te-no_0012.jpg,notumor,processed\test\notumor\Te-no_0012.jpg
raw\test\notumor\Te-no_0013.jpg,notumor,processed\test\notumor\Te-no_0013.jpg
raw\test\notumor\Te-no_0014.jpg,notumor,processed\test\notumor\Te-no_0014.jpg
raw\test\notumor\Te-no_0015.jpg,notumor,processed\test\notumor\Te-no_0015.jpg
raw\test\notumor\Te-no_0016.jpg,notumor,processed\test\notumor\Te-no_0016.jpg
raw\test\notumor\Te-no_0017.jpg,notumor,processed\test\notumor\Te-no_0017.jpg
raw\test\notumor\Te-no_0018.jpg,notumor,processed\test\notumor\Te-no_0018.jpg
raw\test\notumor\Te-no_0019.jpg,notumor,processed\test\notumor\Te-no_0019.jpg
raw\test\notumor\Te-no_0020.jpg,notumor,processed\test\notumor\Te-no_0020.jpg
raw\test\notumor\Te-no_0021.jpg,notumor,processed\test\notumor\Te-no_0021.jpg
raw\test\notumor\Te-no_0022.jpg,notumor,processed\test\notumor\Te-no_0022.jpg
raw\test\notumor\Te-no_0023.jpg,notumor,processed\test\notumor\Te-no_0023.jpg
raw\test\notumor\Te-no_0024.jpg,notumor,processed\test\notumor\Te-no_0024.jpg
raw\test\notumor\Te-no_0025.jpg,notumor,processed\test\notumor\Te-no_0025.jpg
raw\test\notumor\Te-no_0026.jpg,notumor,processed\test\notumor\Te-no_0026.jpg
raw\test\notumor\Te-no_0027.jpg,notumor,processed\test\notumor\Te-no_0027.jpg
raw\test\notumor\Te-no_0028.jpg,notumor,processed\test\notumor\Te-no_0028.jpg
raw\test\notumor\Te-no_0029.jpg,notumor,processed\test\notumor\Te-no_0029.jpg
raw\test\notumor\Te-no_0030.jpg,notumor,processed\test\notumor\Te-no_0030.jpg
raw\test\notumor\Te-no_0031.jpg,notumor,processed\test\notumor\Te-no_0031.jpg
raw\test\notumor\Te-no_0032.jpg,notumor,processed\test\notumor\Te-no_0032.jpg
raw\test\notumor\Te-no_0033.jpg,notumor,processed\test\notumor\Te-no_0033.jpg
raw\test\notumor\Te-no_0034.jpg,notumor,processed\test\notumor\Te-no_0034.jpg
raw\test\notumor\Te-no_0035.jpg,notumor,processed\test\notumor\Te-no_0035.jpg
raw\test\notumor\Te-no_0036.jpg,notumor,processed\test\notumor\Te-no_0036.jpg
raw\test\notumor\Te-no_0037.jpg,notumor,processed\test\notumor\Te-no_0037.jpg
raw\test\notumor\Te-no_0038.jpg,notumor,processed\test\notumor\Te-no_0038.jpg
raw\test\notumor\Te-no_0039.jpg,notumor,processed\test\notumor\Te-no_0039.jpg
raw\test\notumor\Te-no_0040.jpg,notumor,processed\test\notumor\Te-no_0040.jpg
raw\test\notumor\Te-no_0041.jpg,notumor,processed\test\notumor\Te-no_0041.jpg
raw\test\notumor\Te-no_0042.jpg,notumor,processed\test\notumor\Te-no_0042.jpg
raw\test\notumor\Te-no_0043.jpg,notumor,processed\test\notumor\Te-no_0043.jpg
raw\test\notumor\Te-no_0044.jpg,notumor,processed\test\notumor\Te-no_0044.jpg
raw\test\notumor\Te-no_0045.jpg,notumor,processed\test\notumor\Te-no_0045.jpg
raw\test\notumor\Te-no_0046.jpg,notumor,processed\test\notumor\Te-no_0046.jpg
raw\test\notumor\Te-no_0047.jpg,notumor,processed\test\notumor\Te-no_0047.jpg
raw\test\notumor\Te-no_0048.jpg,notumor,processed\test\notumor\Te-no_0048.jpg
raw\test\notumor\Te-no_0049.jpg,notumor,processed\test\notumor\Te-no_0049.jpg
raw\test\notumor\Te-no_0050.jpg,notumor,processed\test\notumor\Te-no_0050.jpg
raw\test\notumor\Te-no_0051.jpg,notumor,processed\test\notumor\Te-no_0051.jpg
raw\test\notumor\Te-no_0052.jpg,notumor,processed\test\notumor\Te-no_0052.jpg
raw\test\notumor\Te-no_0053.jpg,notumor,processed\test\notumor\Te-no_0053.jpg
raw\test\notumor\Te-no_0054.jpg,notumor,processed\test\notumor\Te-no_0054.jpg
raw\test\notumor\Te-no_0055.jpg,notumor,processed\test\notumor\Te-no_0055.jpg
raw\test\notumor\Te-no_0056.jpg,notumor,processed\test\notumor\Te-no_0056.jpg
raw\test\notumor\Te-no_0057.jpg,notumor,processed\test\notumor\Te-no_0057.jpg
raw\test\notumor\Te-no_0058.jpg,notumor,processed\test\notumor\Te-no_0058.jpg
raw\test\notumor\Te-no_0059.jpg,notumor,processed\test\notumor\Te-no_0059.jpg
raw\test\notumor\Te-no_0060.jpg,notumor,processed\test\notumor\Te-no_0060.jpg
raw\test\notumor\Te-no_0061.jpg,notumor,processed\test\notumor\Te-no_0061.jpg
raw\test\notumor\Te-no_0062.jpg,notumor,processed\test\notumor\Te-no_0062.jpg
raw\test\notumor\Te-no_0063.jpg,notumor,processed\test\notumor\Te-no_0063.jpg
raw\test\notumor\Te-no_0064.jpg,notumor,processed\test\notumor\Te-no_0064.jpg
raw\test\notumor\Te-no_0065.jpg,notumor,processed\test\notumor\Te-no_0065.jpg
raw\test\notumor\Te-no_0066.jpg,notumor,processed\test\notumor\Te-no_0066.jpg
raw\test\notumor\Te-no_0067.jpg,notumor,processed\test\notumor\Te-no_0067.jpg
raw\test\notumor\Te-no_0068.jpg,notumor,processed\test\notumor\Te-no_0068.jpg
raw\test\notumor\Te-no_0069.jpg,notumor,processed\test\notumor\Te-no_0069.jpg
raw\test\notumor\Te-no_0070.jpg,notumor,processed\test\notumor\Te-no_0070.jpg
raw\test\notumor\Te-no_0071.jpg,notumor,processed\test\notumor\Te-no_0071.jpg
raw\test\notumor\Te-no_0072.jpg,notumor,processed\test\notumor\Te-no_0072.jpg
raw\test\notumor\Te-no_0073.jpg,notumor,processed\test\notumor\Te-no_0073.jpg
raw\test\notumor\Te-no_0074.jpg,notumor,processed\test\notumor\Te-no_0074.jpg
raw\test\notumor\Te-no_0075.jpg,notumor,processed\test\notumor\Te-no_0075.jpg
raw\test\notumor\Te-no_0076.jpg,notumor,processed\test\notumor\Te-no_0076.jpg
raw\test\notumor\Te-no_0077.jpg,notumor,processed\test\notumor\Te-no_0077.jpg
raw\test\notumor\Te-no_0078.jpg,notumor,processed\test\notumor\Te-no_0078.jpg
raw\test\notumor\Te-no_0079.jpg,notumor,processed\test\notumor\Te-no_0079.jpg
raw\test\notumor\Te-no_0080.jpg,notumor,processed\test\notumor\Te-no_0080.jpg
raw\test\notumor\Te-no_0081.jpg,notumor,processed\test\notumor\Te-no_0081.jpg
raw\test\notumor\Te-no_0082.jpg,notumor,processed\test\notumor\Te-no_0082.jpg
raw\test\notumor\Te-no_0083.jpg,notumor,processed\test\notumor\Te-no_0083.jpg
raw\test\notumor\Te-no_0084.jpg,notumor,processed\test\notumor\Te-no_0084.jpg
raw\test\notumor\Te-no_0085.jpg,notumor,processed\test\notumor\Te-no_0085.jpg
raw\test\notumor\Te-no_0086.jpg,notumor,processed\test\notumor\Te-no_0086.jpg
raw\test\notumor\Te-no_0087.jpg,notumor,processed\test\notumor\Te-no_0087.jpg
raw\test\notumor\Te-no_0088.jpg,notumor,processed\test\notumor\Te-no_0088.jpg
raw\test\notumor\Te-no_0089.jpg,notumor,processed\test\notumor\Te-no_0089.jpg
raw\test\notumor\Te-no_0090.jpg,notumor,processed\test\notumor\Te-no_0090.jpg
raw\test\notumor\Te-no_0091.jpg,notumor,processed\test\notumor\Te-no_0091.jpg
raw\test\notumor\Te-no_0092.jpg,notumor,processed\test\notumor\Te-no_0092.jpg
raw\test\notumor\Te-no_0093.jpg,notumor,processed\test\notumor\Te-no_0093.jpg
raw\test\notumor\Te-no_0094.jpg,notumor,processed\test\notumor\Te-no_0094.jpg
raw\test\notumor\Te-no_0095.jpg,notumor,processed\test\notumor\Te-no_0095.jpg
raw\test\notumor\Te-no_0096.jpg,notumor,processed\test\notumor\Te-no_0096.jpg
raw\test\notumor\Te-no_0097.jpg,notumor,processed\test\notumor\Te-no_0097.jpg
raw\test\notumor\Te-no_0098.jpg,notumor,processed\test\notumor\Te-no_0098.jpg
raw\test\notumor\Te-no_0099.jpg,notumor,processed\test\notumor\Te-no_0099.jpg
raw\test\notumor\Te-no_0100.jpg,notumor,processed\test\notumor\Te-no_0100.jpg
raw\test\notumor\Te-no_0101.jpg,notumor,processed\test\notumor\Te-no_0101.jpg
raw\test\notumor\Te-no_0102.jpg,notumor,processed\test\notumor\Te-no_0102.jpg
raw\test\notumor\Te-no_0103.jpg,notumor,processed\test\notumor\Te-no_0103.jpg
raw\test\notumor\Te-no_0104.jpg,notumor,processed\test\notumor\Te-no_0104.jpg
raw\test\notumor\Te-no_0105.jpg,notumor,processed\test\notumor\Te-no_0105.jpg
raw\test\notumor\Te-no_0106.jpg,notumor,processed\test\notumor\Te-no_0106.jpg
raw\test\notumor\Te-no_0107.jpg,notumor,processed\test\notumor\Te-no_0107.jpg
